Depth,Temperature,FCond,  Depth ft
34.786,25.1948,811.715,114.128
34.836,25.1948,812.265,114.292
34.886,25.1766,812.265,114.456
34.936,25.1948,812.858,114.62
34.986,25.1862,812.265,114.784
35.036,25.1948,812.821,114.948
35.086,25.2053,812.265,115.112
35.136,25.213,812.488,115.276
35.186,25.1948,811.674,115.44
35.236,25.2053,811.99,115.604
35.286,25.213,812.198,115.769
35.336,25.213,811.674,115.933
35.386,25.213,811.399,116.097
35.436,25.213,811.399,116.261
35.486,25.2312,811.124,116.425
35.536,25.2312,810.259,116.589
35.586,25.2312,809.985,116.753
35.636,25.2245,809.985,116.917
35.686,25.2312,808.403,117.081
35.736,25.2494,809.985,117.245
35.786,25.2494,809.944,117.409
35.836,25.2494,809.944,117.573
35.886,25.2494,809.944,117.737
35.936,25.2494,809.944,117.901
35.986,25.2494,809.944,118.065
36.036,25.2546,809.944,118.229
36.086,25.2494,811.908,118.393
36.136,25.2372,810.218,118.557
36.186,25.2494,809.854,118.721
36.236,25.2312,809.944,118.885
36.286,25.2494,810.808,119.049
36.336,25.2494,809.944,119.213
36.386,25.2494,810.492,119.377
36.436,25.2494,810.218,119.541
36.486,25.2312,810.767,119.706
36.536,25.2494,811.633,119.87
36.586,25.2372,811.867,120.034
36.636,25.2494,811.423,120.198
36.686,25.2199,811.867,120.362
36.736,25.2546,811.724,120.526
36.786,25.2372,814.013,120.69
36.836,25.2312,811.423,120.854
36.886,25.2262,812.735,121.018
36.936,25.2312,811.519,121.182
36.986,25.2312,812.459,121.346
37.036,25.2372,812.735,121.51
37.086,25.2312,814.051,121.674
37.136,25.2494,812.459,121.838
37.186,25.2312,812.143,122.002
37.236,25.2494,812.459,122.166
37.286,25.2676,812.694,122.33
37.336,25.2546,812.654,122.494
37.386,25.2628,811.908,122.658
37.436,25.2676,813.232,122.822
37.486,25.2676,812.378,122.986
37.536,25.2892,812.378,123.15
37.586,25.2858,811.307,123.314
37.636,25.304,811.786,123.478
37.686,25.304,811.471,123.643
37.736,25.304,811.471,123.807
37.786,25.2858,811.195,123.971
37.836,25.3011,811.786,124.135
37.886,25.304,812.566,124.299
37.936,25.3066,812.022,124.463
37.986,25.304,811.268,124.627
38.036,25.304,812.022,124.791
38.086,25.2892,812.022,124.955
38.136,25.304,811.569,125.119
38.186,25.3066,811.746,125.283
38.236,25.3066,810.482,125.447
38.286,25.3222,812.845,125.611
38.336,25.3066,810.33,125.775
38.386,25.304,809.959,125.939
38.436,25.3222,810.37,126.103
38.486,25.3222,810.055,126.267
38.536,25.3222,810.055,126.431
38.586,25.3222,810.33,126.595
38.636,25.3222,810.605,126.759
38.686,25.3222,810.605,126.923
38.736,25.3239,811.155,127.087
38.786,25.3394,810.182,127.251
38.836,25.3222,811.611,127.416
38.886,25.3239,811.707,127.58
38.936,25.3404,810.968,127.744
38.986,25.3586,811.116,127.908
39.036,25.3412,811.076,128.072
39.086,25.3586,810.668,128.236
39.136,25.3586,810.801,128.4
39.186,25.3586,811.352,128.564
39.236,25.3777,811.352,128.728
39.286,25.3586,811.819,128.892
39.336,25.3768,811.628,129.056
39.386,25.3759,811.588,129.22
39.436,25.395,811.117,129.384
39.486,25.3768,811.549,129.548
39.536,25.395,811.864,129.712
39.586,25.3768,811.826,129.876
39.636,25.395,812.417,130.04
39.686,25.4106,811.826,130.204
39.736,25.4132,813.414,130.368
39.786,25.395,811.511,130.532
39.836,25.395,811.549,130.696
39.886,25.395,811.549,130.86
39.936,25.4132,811.826,131.024
39.986,25.395,811.235,131.188
40.036,25.4132,811.549,131.353
40.086,25.395,811.511,131.517
40.136,25.4132,811.826,131.681
40.186,25.4132,811.511,131.845
40.236,25.395,811.235,132.009
40.286,25.4132,811.826,132.173
