     Depth,PVelocity,SVelocity
56.065,6024.77,3416.35
56.165,6024.77,3469.52
56.265,6024.77,3469.52
56.365,6024.77,3469.52
56.465,6149.43,3469.52
56.565,6279.34,3510.5
56.665,6414.87,3510.5
56.765,6414.87,3552.46
56.865,6414.87,3552.46
56.965,6414.87,3552.46
57.065,6414.87,3552.46
57.165,6414.87,3552.46
57.265,6414.87,3510.5
57.365,6414.87,3510.5
57.465,6414.87,3510.5
57.565,6414.87,3510.5
57.665,6414.87,3469.52
57.765,6414.87,3469.52
57.865,6556.37,3469.52
57.965,6704.26,3469.52
58.065,7021,3469.52
58.165,7249.32,3469.52
58.265,7249.32,3469.52
58.365,7249.32,3469.52
58.465,7249.32,3469.52
58.565,7249.32,3469.52
58.665,7249.32,3469.52
58.765,7021,3469.52
58.865,7021,3469.52
58.965,7021,3469.52
59.065,7021,3469.52
59.165,7021,3469.52
59.265,6858.97,3469.52
59.365,6858.97,3469.52
59.465,6858.97,3469.52
59.565,6858.97,3469.52
59.665,6858.97,3469.52
59.765,6858.97,3469.52
59.865,6858.97,3469.52
59.965,6858.97,3469.52
60.065,6858.97,3469.52
60.165,6858.97,3469.52
60.265,6858.97,3510.5
60.365,6858.97,3510.5
60.465,6858.97,3510.5
60.565,6858.97,3510.5
60.665,6858.97,3552.46
60.765,6858.97,3595.43
60.865,6858.97,3595.43
60.965,6858.97,3639.46
61.065,6858.97,3639.46
61.165,6858.97,3639.46
61.265,6858.97,3639.46
61.365,6858.97,3639.46
61.465,6858.97,3639.46
61.565,6704.26,3639.46
61.665,6704.26,3639.46
61.765,6704.26,3639.46
61.865,6556.37,3639.46
61.965,6556.37,3639.46
62.065,6556.37,3639.46
62.165,6556.37,3639.46
62.265,6556.37,3639.46
62.365,6556.37,3639.46
62.465,6556.37,3639.46
62.565,6556.37,3684.57
62.665,6556.37,3684.57
62.765,6556.37,3684.57
62.865,6556.37,3684.57
62.965,6556.37,3684.57
63.065,6556.37,3639.46
63.165,6556.37,3552.46
63.265,6556.37,3552.46
63.365,6556.37,3552.46
63.465,6556.37,3510.5
63.565,6704.26,3510.5
63.665,6704.26,3510.5
63.765,6704.26,3510.5
63.865,6704.26,3469.52
63.965,6704.26,3469.52
64.065,6704.26,3469.52
64.165,6858.97,3469.52
64.265,6858.97,3469.52
64.365,6858.97,3416.35
64.465,6858.97,3416.35
64.565,6858.97,3416.35
64.665,6858.97,3416.35
64.765,6858.97,3416.35
64.865,6858.97,3416.35
64.965,6858.97,3416.35
65.065,6858.97,3377.53
65.165,6858.97,3377.53
65.265,6858.97,3377.53
65.365,6858.97,3339.58
65.465,6858.97,3302.47
65.565,6858.97,3302.47
65.665,6858.97,3302.47
65.765,6858.97,3302.47
65.865,6858.97,3302.47
65.965,6704.26,3302.47
66.065,6704.26,3302.47
66.165,6704.26,3302.47
66.265,6556.37,3339.58
66.365,6556.37,3339.58
66.465,6279.34,3469.52
66.565,6279.34,3552.46
66.665,6279.34,3552.46
66.765,6279.34,3552.46
66.865,6279.34,3552.46
66.965,6279.34,3552.46
67.065,6279.34,3552.46
67.165,6279.34,3552.46
67.265,6279.34,3552.46
67.365,6279.34,3552.46
67.465,6279.34,3552.46
67.565,6279.34,3552.46
67.665,6279.34,3552.46
67.765,6279.34,3552.46
67.865,6279.34,3595.43
67.965,6279.34,3595.43
68.065,6279.34,3639.46
68.165,6279.34,3639.46
68.265,6279.34,3639.46
68.365,6279.34,3639.46
68.465,6279.34,3639.46
68.565,6279.34,3639.46
68.665,6279.34,3639.46
68.765,6279.34,3639.46
68.865,6279.34,3639.46
68.965,6414.87,3639.46
69.065,6414.87,3595.43
69.165,6556.37,3552.46
69.265,6556.37,3510.5
69.365,6556.37,3469.52
69.465,6556.37,3469.52
69.565,6704.26,3469.52
69.665,6704.26,3469.52
69.765,6858.97,3416.35
69.865,6858.97,3416.35
69.965,6858.97,3416.35
70.065,6858.97,3416.35
70.165,6858.97,3416.35
70.265,6858.97,3416.35
70.365,6858.97,3416.35
70.465,6858.97,3416.35
70.565,6858.97,3469.52
70.665,6858.97,3510.5
70.765,6704.26,3510.5
70.865,6704.26,3552.46
70.965,6704.26,3595.43
71.065,6704.26,3595.43
71.165,6704.26,3595.43
71.265,6556.37,3595.43
71.365,6556.37,3595.43
71.465,6556.37,3595.43
71.565,6556.37,3595.43
71.665,6556.37,3552.46
71.765,6556.37,3552.46
71.865,6556.37,3552.46
71.965,6704.26,3552.46
72.065,6704.26,3552.46
72.165,6704.26,3552.46
72.265,6704.26,3552.46
72.365,6704.26,3552.46
72.465,6704.26,3552.46
72.565,6704.26,3552.46
72.665,6704.26,3552.46
72.765,6704.26,3552.46
72.865,6858.97,3552.46
72.965,6858.97,3552.46
73.065,6858.97,3552.46
73.165,7021,3552.46
73.265,7021,3552.46
73.365,7430.56,3552.46
73.465,7430.56,3595.43
73.565,7430.56,3595.43
73.665,7430.56,3595.43
73.765,7430.56,3595.43
73.865,7430.56,3595.43
73.965,7430.56,3595.43
74.065,7430.56,3639.46
74.165,7430.56,3639.46
74.265,7430.56,3639.46
74.365,7430.56,3639.46
74.465,7430.56,3639.46
74.565,7621.08,3639.46
74.665,7821.64,3639.46
74.765,7821.64,3639.46
74.865,7821.64,3639.46
74.965,7821.64,3639.46
75.065,7821.64,3676.47
75.165,7821.64,3676.47
75.265,7821.64,3676.47
75.365,7821.64,3676.47
75.465,7821.64,3676.47
75.565,7821.64,3676.47
75.665,7821.64,3676.47
75.765,7821.64,3676.47
75.865,7821.64,3731.34
75.965,7621.08,3731.34
76.065,7621.08,3731.34
76.165,7621.08,3676.47
76.265,7621.08,3676.47
76.365,7621.08,3676.47
76.465,7621.08,3676.47
76.565,7430.56,3676.47
76.665,7430.56,3676.47
76.765,7430.56,3676.47
76.865,7249.32,3731.34
76.965,7249.32,3731.34
77.065,7021,3731.34
77.165,7021,3731.34
77.265,7021,3676.47
77.365,7021,3623.19
77.465,7021,3623.19
77.565,7021,3571.43
77.665,7021,3623.19
77.765,7021,3676.47
77.865,7021,3731.34
77.965,7021,3787.88
78.065,7021,3787.88
78.165,7021,3731.34
78.265,7021,3731.34
78.365,7021,3731.34
78.465,7021,3676.47
78.565,7021,3676.47
78.665,7021,3676.47
78.765,7021,3623.19
78.865,7021,3623.19
78.965,7021,3623.19
79.065,7021,3623.19
79.165,7021,3676.47
79.265,7021,3623.19
79.365,7021,3676.47
79.465,7021,3623.19
79.565,7021,3623.19
79.665,7021,3571.43
79.765,7021,3521.13
79.865,7021,3472.22
79.965,7021,3472.22
80.065,7021,3472.22
80.165,6858.97,3571.43
80.265,6858.97,3571.43
80.365,6858.97,3571.43
80.465,6858.97,3571.43
80.565,6858.97,3521.13
80.665,6858.97,-999
80.765,-999,-999
80.865,-999,-999
80.965,-999,-999
81.065,-999,-999
81.165,-999,-999
81.265,-999,-999
81.365,-999,-999
