     Depth,PVelocity,SVelocity
67.64,7675.75,3659.37
67.74,7675.75,3659.37
67.84,8069.38,3659.37
67.94,8392.16,3659.37
68.04,8392.16,3659.37
68.14,8392.16,3596.64
68.24,8392.16,3596.64
68.34,8392.16,3596.64
68.44,8392.16,3596.64
68.54,8392.16,3536.02
68.64,8392.16,3536.02
68.74,8392.16,3536.02
68.84,8392.16,3536.02
68.94,8392.16,3536.02
69.04,8392.16,3596.64
69.14,8392.16,3596.64
69.24,8069.38,3596.64
69.34,8741.83,3659.37
69.44,8741.83,3659.37
69.54,8741.83,3659.37
69.64,8392.16,3659.37
69.74,8392.16,3659.37
69.84,8392.16,3659.37
69.94,8069.38,3659.37
70.04,8069.38,3659.37
70.14,8069.38,3659.37
70.24,8069.38,3659.37
70.34,8069.38,3659.37
70.44,8069.38,3659.37
70.54,8069.38,3659.37
70.64,8069.38,3659.37
70.74,8069.38,3659.37
70.84,8069.38,3659.37
70.94,8069.38,3659.37
71.04,8069.38,3659.37
71.14,8069.38,3659.37
71.24,8069.38,3659.37
71.34,7675.75,3659.37
71.44,7675.75,3659.37
71.54,7404.84,3659.37
71.64,7404.84,3659.37
71.74,7404.84,3659.37
71.84,7404.84,3659.37
71.94,7404.84,3659.37
72.04,7404.84,3659.37
72.14,7404.84,3659.37
72.24,7404.84,3659.37
72.34,7404.84,3659.37
72.44,7404.84,3659.37
72.54,7404.84,3659.37
72.64,7404.84,3659.37
72.74,7404.84,3659.37
72.84,7404.84,3659.37
72.94,7404.84,3659.37
73.04,7404.84,3659.37
73.14,7404.84,3659.37
73.24,7404.84,3659.37
73.34,7675.75,3659.37
73.44,7675.75,3659.37
73.54,7675.75,3659.37
73.64,7675.75,3659.37
73.74,7675.75,3659.37
73.84,7675.75,3659.37
73.94,7675.75,3659.37
74.04,7675.75,3659.37
74.14,7675.75,3659.37
74.24,7675.75,3536.02
74.34,7675.75,3536.02
74.44,7675.75,3536.02
74.54,7675.75,3536.02
74.64,7675.75,3536.02
74.74,7675.75,3477.41
74.84,7675.75,3420.72
74.94,7675.75,3420.72
75.04,7675.75,3420.72
75.14,7675.75,3420.72
75.24,7675.75,3420.72
75.34,7675.75,3420.72
75.44,7675.75,3420.72
75.54,7404.84,3420.72
75.64,-999,-999
75.74,-999,-999
75.84,-999,-999
75.94,-999,-999
76.04,-999,-999
76.14,-999,-999
76.24,-999,-999
76.34,-999,-999
76.44,-999,-999
